rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"1,5 Zimmer",50 m²,CHF 1290.—,CHF 1150.—,3013,Greyerzstrasse 19,Bern,1912,"Die Liegenschaft befindet sich an sehr zentraler Lage. Die Stadt Bern ist mit den öffentlichen Verkehrmitteln oder auch zu Fuss in nur wenigen Minuten erreichbar. Einkaufsmöglichkeiten, Schulen sowie die Aare befinden sich in unmittelbarer Nähe. Das Haus hat keinen Lift.Die helle Wohnung verfügt über eine moderne, offene Küche. Das Badezimmer ist mit Dusche und mit modernem Komfort ausgestattet. Es sind Plattenböden und dunkler Parkett verlegt. Diverse Farbakzente sorgen für ein heimeliges Wohngefühl. Das Reduit bietet zusätzlichen Stauraum.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6450397
"3,5 Zimmer",74 m²,CHF 1600.—,CHF 1310.—,3322,Dorniackerstrasse 23,Urtenen-Schönbühl,2012,"An ruhiger Wohnlage vermieten wir diese schöne Wohnung, welche Ihnen folgenden Ausbaustandard bietet:alle Zimmer mit ParkettKüche und Bäder mit Plattenbodenmoderne gut ausgestattete KücheBadezimmer mit Badewanneseparates WC mit Duscheeigener Waschturm inklusiveEinbauschränkeBalkonKellerabteil inklusive!Einkaufsmöglichkeiten, ÖV und Autobahnanschluss in der Nähe. Ein Einstellplatz kann für CHF 110.00 und ein Abstellplatz für CHF 40.00 dazu gemietet werden.Haben wir Ihr Interesse geweckt? Dann verschaffen Sie sich bei einer Besichtigung einen persönlichen Eindruck von dieser Wohnung.Wir freuen uns auf Ihre Kontaktaufnahme.Bei den Bildern handelt es sich um Musterbilder, welche den Ausbaustandard der Wohnung zeigen.",False,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-urtenen-schoenbuehl/6401404
"2,5 Zimmer",63 m²,CHF 1730.—,CHF 1550.—,3176,Gartenstrasse 22,Neuenegg,2019,"In der Überbauung an der Gartenstrasse 22 in Neuenegg sind insgesamt 18 attraktive, helle Neubau Wohnungen mit unterschiedlichen Grundrissen entstanden. Diese sind auf die Bedürfnisse ""Wohnen im Alter"" ideal zugeschnitten und befinden sich an zentraler Lage, nähe des Dorfzentrums.Die Wohnungen sind auf drei Etagen verteilt, wobei sich im Parterre die allgemeinen Räumlichkeiten befinden, die von den Bewohnern mitbenutzt werden können. Ausserdem ist der Spitex Stützpunkt Neuenegg, sowie eine Podologie, eine Physiotherapie und ein Coiffeursalon im Erdgeschoss eingemietet.Die Anlage umgiebt einen grosszügigen Garten, der zum Verweilen einlädt. Ausserdem können Einstellhallenplätze dazugemietet werden, welche gedeckt zum Gebäude führen.Grundausstattung der Wohnung:Parkettbeläge, in Nasszelle PlattenbelagGarderobeRollstuhlgängige Nasszelle mit DuscheVollausgestattete Küche mit Kühlschrank, Glaskeramik / Induktion, Backofen, GeschirrspülerKellerabteilgrosszügige Terrasse 16m²elektr. Raffstoren / SonnenstorenReduit mit Anschlüssen für Waschmaschine / Tumblerweiteres:gedeckter Zugang zu den Wohnungen (Laubengang)LiftWaschküche / Trockenraum gemeinsamEinstellhalle (100.-- p. Mt.)gepflegter Garten mit SitzgelegenheitenAbwart, technische UnterstützungIm Erdgeschoss:Spitex Stützpunkt NeueneggPodologiePhysiotherapieCoiffeurgeschäftMitbenutzung Caféteria mit WC-AnlageNach Bedarf können auf Anfrage auch Servicedienstleistungen durch die Landhaus Neuenegg AG bezogen werden.So sind Sie stets gut umsorgt!",True,True,True,True,False,True,True,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-neuenegg/5725348
"4,5 Zimmer",154 m²,CHF 2385.—,CHF 2085.—,3173,Im Gschick 23,Oberwangen b. Bern,2008,"An familienfreundlicher Umgebung und ruhiger Lage vermieten wir ab 1. Juni 2022 oder nach Vereinbarung diese moderne4 ½ - Zimmer-Dachwohnung mit GalerieGrosse, offene, im Wohnraum integrierte Küche mit InselSep. Dusche mit Waschmachine und TumblerBadezimmer / WC mit BadewanneSeparates WCGrosser gedeckter Balkon (13m2)Viele EinbauschränkePflegeleichter Plattenboden (Bodenheizung)Grosse GalerieTop GrundrisskonzeptAusbau entspricht EigentumsstandardBastelraum (11m2) im Mietzins inkl.Zusätzlich grosser KellerEinstellhallenplatz, Aussenparkplatz oder Motorradplatz können dazu gemietet werdenöffentliche Verkehrsmittel ganz in der NäheLassen Sie sich direkt vor Ort über die verkehrsfreie und schöne Lage nahe Naturerholungsgebiet (Wald) überzeugen.Wir freuen uns auf Ihren Anruf!",True,False,True,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-oberwangen-b-bern/7107738
"4,5 Zimmer",177 m²,CHF 2490.—,CHF 2220.—,3173,Im Gschick 43,Oberwangen b. Bern,2008,"An familienfreundlicher Umgebung und ruhiger Lage vermieten wir per 1. Juni 2022 oder nach Vereinbarung diese moderne4 ½ - Zimmerwohnung mit direktem LiftzugangGrosse, offene, im Wohnraum integrierte Küche mit Barthekeseparate Dusche / WC mit eigenem WaschturmBadezimmer / WC mit BadewanneEinbauschränkepflegeleichter Plattenbodenganze Wohnung mit elektrischen Storengrosser, gedeckter Balkon mit schöner WeitsichtTop Grundrisskonzept mit optimalen MöblierungsmöglichkeitenAusbau entspricht Eigentumsstandarddirekter Liftzugang in WohnungKellerEinstellhallenplätze können für CHF 130.00 / mtl. gemietet werdenöffentlicher Verkehr ganz in der NäheLassen Sie sich direkt vor Ort über die verkehrsfreie und schöne Lage nahe Naturerholungsgebiet (Wald) überzeugen.Wir freuen uns auf Ihren Anruf!",True,False,True,False,False,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-oberwangen-b-bern/7107731
1 Zimmer,22 m²,CHF 690.—,CHF 570.—,2502,Untergasse 45,Biel/Bienne,No information,"Sonnige und zentrale Lage, nähe öV und EinkaufsmöglichkeitenWir vermieten per 01. August 2022 oder nach Vereinbarung eine frisch renovierte 1-Zimmerwohnung an der Untergasse 45. Die Liegenschaft ist sehr zentral und befindet sich in der Nähe vom Stadtzentrum. Die öffentlichen Verkehrsmittel sind in ein paar Gehminuten erreichbar. Die Liegenschaft verfügt über einen Lift. Zu der Wohnung gehört noch ein Estrichabteil dazu.Die Bilder stammen aus einer typenähnlichen Wohnung.Weitere Angaben und einen Grundrissplan finden Sie auf:www.espacewohnung.ch",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7107678
"3,5 Zimmer",No information,CHF 1560.—,CHF 1380.—,3250,Steinweg 7,Lyss,No information,No information,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/7105408
"3,5 Zimmer",94 m²,CHF 2080.—,CHF 1800.—,3110,Terrassenweg 24,Münsingen,No information,"Wir vermieten diese attraktive Wohnung an ruhiger Wohnlage, welche Ihnen folgenden Wohnkomfort bietet:hochwertiger Eichen-Parkettboden in allen ZimmerPlattenboden in WC und BadezimmerAnkleidezimmerKüche mit Geschirrspülmaschine, Steamer sowie Tiefkühlfächerpraktische EinbauschränkeBalkoneigene Waschmaschine und TumblerKellerabteil inklusive!Ein Einstellhallenplatz kann bei Bedarf für CHF 100.00/Monat dazu gemeitet werden.Münsingen ist eine attraktive und aktive Kleinstadt. Sie bildet das Regionalzentrum im Aaretal, nahe der Bundesstadt Bern. Mehr als 100 Vereine tragen zur lebendigen und kulturellen Vielfalt in Münsingen bei. Freizeit und Sport werden gross geschrieben. Für das leibliche Wohl sorgen die Münsinger Gasthöfe und Restaurants.ÖV und Einkaufsmöglichkeiten befinden sich in der Nähe.Haben wir Ihr Interesse geweckt? Dann verschaffen Sie sich bei einer Besichtigung einen persönlichen Eindruck von dieser Wohnung.Wir freuen uns auf Ihre Kontaktaufnahme.*Es handelt sich um Musterfotos.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/7104705
3 Zimmer,65 m²,CHF 1428.—,CHF 1213.—,3084,Kirchstrasse 138,Wabern,1968,"Diese sanierte Liegenschaft befindet sich an ruhiger, kinderfreundlicher Lage in der Nähe der Naherholungsgebiete Aare und Gurten. Die Busshaltestelle Bern - Morillon, Tramlinie Nr. 9 Bern - Sandrain und der SBB Bahnhof Wabern sind unweit vom Haus entfernt. Im nah gelegenen Dorfzentrum Wabern befinden sich verschiedenen Einkaufsmöglichkeiten, Banken, Post und Schulen. Die Liegenschaft verfügt über einen Personenaufzug. Die Waschküche wird in der Gemeinschaft genutzt.Die 3-Zimmer-Wohnung verfügt über:Küche mit GeschirrspülerBadezimmer mit WanneEinbauschränkeBalkonKellerabteilHaben wir Ihr Interesse geweckt? Dann melden Sie sich für eine Besichtigung der Wohnung via Kontoaktformular. Wir freuen uns!",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-wabern/7104376
"4,5 Zimmer",92 m²,CHF 1595.—,CHF 1295.—,2504,Westerholz 6,Biel/Bienne,1989,"An ruhiger Lage vermieten wir diese schöne Wohnung, welche Ihnen folgende Annehmlichkeiten zu bieten hat:Parkettboden im Wohn-/Esszimmer und SchlafzimmernPlattenboden in der Küche, Badezimmer, Korridor und sep. WCBadezimmer mit Badewanneseparates WCKellerEinkaufsmöglichkeiten sowie ÖV sind in wenigen Gehminuten zu erreichen.Haben wir Ihr Interesse geweckt? Dann füllen Sie das Kontaktformular aus, um die Besichtigungsinformationen direkt per E-Mail zu erhalten.Wir freuen uns auf Ihre Kontaktaufnahme.Bei den Bildern handelt es sich um Musterbilder, welche den Ausbaustandard der Wohnung zeigen.",False,True,True,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7104341
"2,5 Zimmer",53 m²,CHF 1274.—,CHF 1104.—,3250,Steinweg 7,Lyss,2005,"Das lebhafte Lyss verfügt über eine leistungsfähige Infrastruktur und hervorragende Verkehrsanbindung. Das Einkaufzentrum Lyssbachpark mit Einkaufsmöglichkeiten, Fitnesscenter, Coiffeur und Restaurants ist in unmittelbarer Nähe.Die helle 2.5-Zimmer-Wohnung über folgende Annehmlichkeiten:offene Küche mit jeglichem Komfortlichtdurchflutetes Wohnzimmer mit hellem Parkettbodengrosszügiges Badezimmer mit Badewannesonnige Loggiaeigener WaschturmEin Einstellplatz kann zusätzlich für CHF 120.00/monatlich dazu gemietet werden.Die Fotos stammen von einer typähnlichen Wohnung. Abweichungen im Innenausbau sind möglich.Haben wir Ihr Interesse geweckt? Dann vereinbaren Sie einen Besichtigungstermin!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/7104333
"3,5 Zimmer",91 m²,CHF 1660.—,CHF 1440.—,3250,Steinweg 3,Lyss,2005,"Das lebhafte Lyss verfügt über eine leistungsfähige Infrastruktur und hervorragende Verkehrsanbindung. Das Einkaufzentrum Lyssbachpark mit Einkaufsmöglichkeiten, Fitnesscenter, Coiffeur und Restaurants ist in unmittelbarer Nähe.Die sonnige 3.5-Zimmer-Wohnung verfügt über folgende Eigenschaften:moderne Küche mit jeglichem Komfortgrosses und lichtdurchflutetes Wohnzimmer mit vielen Einrichtungsmöglichkeitengrosszügiges Badezimmer mit Badewannezwei grosse, sonnige Loggiaseigener WaschturmEin Einstellplatz kann zusätzlich für CHF 120.00/monatlich dazu gemietet werden.*Achtung: Grundrissplan stimmt nicht ganz überein, es sich drei abgeschlossene Räume.Die Fotos stammen von einer typähnlichen Wohnung. Abweichungen im Innenausbau sind möglich.Haben wir Ihr Interesse geweckt? Dann vereinbaren Sie einen Besichtigungstermin!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/loft-mieten-lyss/7104332
"3,5 Zimmer",86 m²,CHF 2015.—,CHF 1740.—,3027,Gigonweg 14,Bern,2010,"Die Überbauung befindet sich unmittelbar neben dem Einkaufszentrum Westside.Die moderne, grosse Wohnung mit 86m2 bietet Ihnen folgende Annehmlichkeiten:moderne Küche mit jeglichem Komfort und viel Stauraumschöner hochwertigen Parkettboden in Wohn-und Schlafzimmerndunkler Plattenboden in Küche und im Badezimmermodernes Badezimmer mit Badewannepraktisches Ankleidezimmerder rund 10m2 grosse Balkon ergänzt den Wohn- und Essbereich optimalzusätzlichen Stauraum erhalten Sie durch ein eigenes Kellerabteil.Nach Bedarf können Sie einen Einstellplatz für monatlich CHF 125.00 dazu mieten.Der Anschluss an die öffentlichen Verkehrsmittel ist optimal gewährleistet. Der Zug sowie das Tram fahren in häufigem Zeitabstand direkt nach Bern.Haben wir Sie neugierig gemacht? Melden Sie sich noch heute für einen Besichtigungstermin.",False,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7104330
"3,5 Zimmer",79 m²,CHF 1640.—,CHF 1410.—,3018,Hüsliackerstrasse 1,Bern,2009,"Die attraktive Überbauung ist in der Nähe des Bahnhofs Bümpliz-Süd, sowie des Autobahnanschlusses situiert. In nur 2-Gehminuten erreichen Sie Bushaltestelle Hüsliacker - was für Pendler ideal ist.Die lichtdurchflutete Wohnung mit 79 m2 bietet folgenden Annehmlichkeiten:offene Küche mit Granitabdeckung, Glaskeramikkochfeld & Geschirrspülergrosszügiges Badezimmer mit Badewanne zum Verweilenpraktischer Wohnungsgrundriss für jegliche Einrichtungsstielesonniger Balkon für entspannende MomenteWaschturm zu alleinigen Nutzung in der WohnungBei Bedarf kann ein Einstellplatz für monatlich CHF 125.00 dazu gemietet werden.Haben wir Sie neugierig gemacht? Dann vereinbaren Sie noch heute einen Besichtigungstermin.Wir freuen uns auf Sie!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7104329
"5,5 Zimmer",142 m²,CHF 3200.—,CHF 2800.—,3007,Scheuerrain 4,Bern,2003,"Die Überbauung befindet sich in einer attraktiven und bestens erschlossenen Gewerbe- und Wohnzone im Zentrum der Stadt Bern. Das Marzili ist in wenigen Gehminuten zu Fuss erreichbar.Diese charmante 5.5-Zimmer-Wohnung im 1. OG überzeugt mit folgenden Annehmlichkeiten:moderne Küche mit jeglichem Komfort und viel Stauraumüberdurchschnittlich grosse Terrassezusätzlicher Balkon in einem Schlafzimmergrosszügige Schlafzimmergrössengrosses Badezimmer mit Badewanne zum Verweilenzweites Badezimmer mit Dusche und Waschturmgeräumiges KellerabteilDiverse Einstellplätze können für monatlich Fr. 190.00 dazu gemietet werden.Haustiere sind in dieser Liegenschaft nicht erlaubt.Verpassen Sie diese Gelegenheit nicht und vereinbaren Sie einen Besichtigungstermin!*Es handelt sich um typähnliche Fotos der Wohnung, Abweichungen im Innenausbau sind möglich",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7104328
"3,5 Zimmer",93 m²,CHF 1790.—,CHF 1550.—,2503,Zentralstrasse 68,Biel/Bienne,2010,"Die Lage Sie haben viele unterschiedliche Interessen, sind aktiv, lieben Sport und Kultur? Ihre Familie, Ihre Arbeit und die Natur sind Ihnen wichtig? Und Ihr grosser Wunsch ist ein zu Hause zum Wohlfühlen und Geniessen? Biel ist ideal.Ein Rundgang durch Ihre Wohnung Die Liegenschaft wurde im Jahr 2011 erstellt. Diese Wohnung mit einer Wohnfläche von 93m² überzeugt mit modernem, ansprechendem Ausbau. In der geräumigen Küche macht es Spass für die Familie oder Gäste zu kochen. Weiter bietet Ihnen diese Wohnung folgende Vorzüge:Moderne Einbauküche mit Glaskeramikkochfeld, Backofen, Geschirrspüler, Kühlschrankkombination mit abgetrenntem Gefrierfach, GranitabdeckungBadezimmer mit Badewanne, Dusche, Waschtisch, WC, Waschmaschine/Tumblersep. WC mit WaschtischParkett im Wohn-, Schlaf- und KinderzimmerPlattenboden in der Küche, Badezimmer und sep. WCgrosszügiger BalkonKellerabteilDetails Ein Einstellhallenplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden. Unser hauptamtlicher Hauswart hält die Liegenschaft im Schuss und ist jederzeit Ihr Ansprechpartner. Biel ist hervorragend ans Schweizer Strassen- und Eisenbahnnetz angebunden. Vier internationale Flughäfen sind innert 90 Minuten erreichbar. Nebst einer beispielhaften Infrastruktur bietet die Jura- und Seestadt auch ein abwechslungsreiches Freizeitangebot: zahlreiche Sportvereine, verschiedene kulturelle Anlässe, Museen, Naherholungsgebiete (Bielersee, Jura, Parkanlagen, Wälder usw.)Weitere Informationen über Biel finden Sie unter: www.biel-bienne.chAnrufen. Besichtigen. Mieten. Suchen Sie eine trendige Wohnung? Wir freuen uns auf Ihre Kontaktaufnahme!4L services AGHerr Anthony Buholzer032 396 05 60Als Mieter von Helvetia profitieren Sie von 50% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete",False,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7101842
1 Zimmer,31 m²,CHF 920.—,CHF 760.—,3007,Zieglerstrasse 36,Bern,1970,Per 1. August 2022 vermieten wir eine moderne 1-Zimmer-Wohnung an zentraler Lage.Parkettboden im Korridor und ZimmerPlattenboden in Küche und BadNasszelle mit Duscheeingebaute Garderobe im EingangsbereichWandschrank in KorridorBalkon vorhandenLift vorhandenWaschtürme zur gemeinschaftlichen NutzungKEIN Keller- und EstrichabteilFotos sind von einem VergleichsobjektEs kann ein Aussenparkplatz CHF 120.- oder Einstellhallenplatz CHF 150.- / monatlich dazu gemietet werden.Die Zentrale Lage bietet Ihnen alles in unmittelbarer Nähe:Öffentliche Verkehrsmittel 2 Minuten zu Fuss entfernt12 Minuten zu Fuss bis zum Hauptbahnhof BernEinkaufsmöglichkeiten am Eigerplatz in 5 Minuten zu Fuss erreichbarAutobahnauffahrt Forsthaus 2.5 km entferntHaben wir Ihr Interesse geweckt? Dann nehmen Sie mit uns Kontakt auf! Wir freuen uns über Ihren Anruf.,True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7101013
"4,5 Zimmer",100 m²,CHF 1370.—,CHF 1140.—,2503,Bärenmatt 10,Biel/Bienne,No information,"(Deutsch) Wenn Sie in einem kleinen 5-Familienhaus mit sympathyschen Mitbewohnern eine schöne Dach-Wohnung, in der nähe vom Zentrum suchen, sind Sie hier bei uns richtig!Die Wohnung ist in gutem Zustand und hatWeitsicht.Kein Balkon und kein LIftGrosszügiges Wohn- und Esszimmer mit 3 grossen Dachflächenfenster.Keller und grosser Estrich inklusive.Mit zwei bis drei Busstationen oder in paar Minuten zu Fuss sind Sie schon voll im Zentrum Biel.Kommen Sie für eine persönliche Besichtigung und entscheiden Sie sich!(Français) Si vous voulez être dans une petite maison 5-famille avec des colocataires sympathique, un bel appartement sous le toit et à proximité du centre, vous êtes au bon endroit ici!L'appartement est en bon état et à louer à long terme, pas de balcon et sans ascenseur, salon spacieux et salle à manger avec 3 grandes lucarnes, sous-sol et grand grenier.En quelques minutes, vous êtes dans le centre de Bienne.Venez pour une visite personnelle et décidez-vous!",False,False,False,False,False,False,False,True,False,https://www.immoscout24.ch/de/d/dachwohnung-mieten-biel-bienne/7100675
"3,5 Zimmer",82 m²,CHF 2260.—,CHF 2060.—,3015,Weltpoststrasse 3C,Bern,2019,"Wünschen Sie sich eine moderne Wohnung, die genau Ihren Vorstellungen entspricht? Im neu erstellten Weltpost Park im Oberen Murifeld werden Sie fündig: 170 Stadtwohnungen in verschiedenen Grössen, Komfort- und Preisklassen stehen zur Wahl. Für Singles, Paare und Familien, die das Leben in der Stadt lieben.Die Wohnsiedlung Weltpost Park liegt genau gegenüber dem Hauptsitz des Postvereins. An dieser zentralen Wohnlage sind Sie in vielerlei Hinsicht privilegiert: Sie gehen zu Fuss oder mit dem Velo einkaufen und finden in nächster Nähe alles, was Sie brauchen: Supermärkte, kleine Läden, Cafés und Restaurants. In enigen Minuten erreichen Sie die Berner Innenstadt. Und wenn Ihnen der Sinn nach Erholung in der Natur steht, kommen Sie im Egghölzliwald oder in der Elfenau auf Ihre Rechnung. Zudem gelangen Sie in kürzester Zeit auf die beiden nahe gelegenen Anschlüsse der Autobahn A6.Für Ihre Wohnqualität:Eichenparkett matt versiegelt in Wohn- und SchlafzimmerPlattenboden in den Nasszellenmoderne und offene KücheNasszelle mit Badewanneseparate Nasszelle mit DuscheEinbauschränkezwei kleine LoggiasKellerabteilLiftBei den Bildern handelt es sich um Beispielbilder.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns, um einen individuellen Besichtigungstermin zu vereinbaren.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7100065
"1,5 Zimmer",37 m²,CHF 1290.—,CHF 1170.—,3007,Schwarztorstr. 36,Bern,1977,"Sie lieben das Leben in der Stadt und Sie mögen es modern? Wir haben die Wohnung für Sie!In der komplett sanierten Liegenschaft im Monbijouquartier vermieten wir eine neu erstellte 1.5-Zimmerwohnungen, per sofort oder nach Vereinbarung.Die moderne Wohnung bietet folgendes für Ihre Wohnqualität:Eichenparkett matt versiegeltPlattenboden in Nasszelle und Küchenbereichmoderne KücheDie Küche ist mit V-ZUG Geräten ausgestattetNasszelle mit BadewanneEinbauschränkekein BalkonKellerabteilLiftEinstellplätze können für CHF 150.00 / Monat dazu gemietet werden. Der öffentliche Verkehr und Einkaufsmöglichkeiten befinden sich in der Nähe.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns, um einen individuellen Besichtigungstermin zu vereinbaren.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7100061
"4,5 Zimmer",104 m²,CHF 2260.—,CHF 2000.—,3072,Bernstrasse 121 e,Ostermundigen,No information,"Diese schöne Wohnung in der Neuüberbauung Sommerrain wird hohen Ansprüchen gerecht.Was Sie erwartet:Lichtdurchflutete RäumeDurchdachter GrundrissParkettböden in Wohn- und SchlafzimmerModerne KücheDusche/WC und Bad/WC mit schönen PlattenGrosszügiger BalkonElektrisch bedienbare Verbundraffstoren im WohnzimmerEigener Waschturm in der WohnungKellerabteilEinstellhallenplätze à CHF 130./Monat können dazu gemietet werdenNoch mehr Überzeugung? Diese finden Sie hier: www.sommerrain.chDie Überbauung bietet sehr viele Annehmlichkeiten wie:Für MieterInnen grossartige Mobility Vorteile (2 Autos vor Ort)Bushaltestelle ""Sportplatzweg"" Linie 10 (15 Minuten bis Bern Hauptbahnhof)Autobahnzubringer ""Wankdorf"" in 8 Minuten Fahrzeit zu erreichenIm Haus: LIDL, Fitness B-FitWir freuen uns auf Ihre Kontaktaufnahme und beraten Sie gerne!",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/7099546
2 Zimmer,49 m²,CHF 1130.—,CHF 940.—,3613,Mittelstrasse 12,Steffisburg,1964,Im beliebten Quartier 'Schwäbis' vermieten wir an zentraler und sonniger Wohnlage nähe Aare und Flussbad eine helle Wohnung mit folgenden Vorzügen:Parkett- und PlattenbodenModerne Küche mit Glaskeramikherd und GeschirrspülerBad mit BadewanneEinbauschränkeBalkonEinstellhalleBei Bedarf kann ein Einstellplatz à CHF 105.00/Monat oder ein Abstellplatz à CHF 40.00/Monat dazu gemietet werden.Wir freuen uns auf Ihre Anfrage!,True,True,True,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-steffisburg/7099142
"3,5 Zimmer",82 m²,CHF 2510.—,CHF 2240.—,3072,Bernstrasse 25,Ostermundigen,2022,"Wer gerne den Blick in die Ferne schweifen lässt, sich ein Bild von oben macht oder sich bei einem Glas Wein mit viel Weitblick entspannt, findet hier seinen Happy Place.Sichern Sie sich heute eine moderne Mietwohnung im BäreTower und geniessen Sie ab Mai 2022 Ihr neues Zuhause mit Wohnqualität für höchste Ansprüche.Die Highlights der Neubauwohnung im Überblick:Clevere Raumaufteilung und grosszügiges Schlafzimmer mit Bad ensuiteGeräumiges Gäste-Badezimmer mit BadewanneEigene Waschmaschine und Tumbler in der WohnungGarderobe im grossen EingangsbereichNeubauwohnung mit hohem AusbaustandardFensterfront über die ganze Wohnungsbreite mit gemütlichem Fenstersims zum Verweilen an der SonneLoggia von rund 10m²Kellerabteil von rund 5m² mit Steckdose und LichtStadt- und Naherholungsgebiet direkt vor der HaustürNächste Bushaltestelle sowie Bahnhof Ostermundigen vor der HaustürEinkaufsmöglichkeiten sowie diverse Praxen in unmittelbarer NäheÜberzeugen Sie sich vom BäreTower und besuchen Sie unsere Projektwebseite bäre-tower.ch, damit Sie sich von weiteren Bildern, Informationen und virtuellen Rundgänge begeistern lassen können sowie einen Besichtigungstermin vor Ort direkt online vereinbaren.",True,True,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/7098603
3 Zimmer,63 m²,CHF 1125.—,CHF 945.—,2562,Hauptstrasse 50,Port,1962,"sonnige, ruhige und kinderfreundliche Lage - direkt am Grüngürtel - öV direkt vor der Liegenschaft - Einkaufsmöglichkeiten in der Nähe - Nähe Autobahnanschlusshelle, geräumige Wohnung - abgeschlossene, grosszügige, moderne Küche mit Geschirrspüler und Glaskeramikkochfeld - modernes Badezimmer mit Badewanne - Einbauschrank für mehr Stauraum - Parkett und Laminatböden - Balkon - Keller- und Estrichabteil - Veloraum",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-port/7098568
"2,5 Zimmer",No information,CHF 970.—,CHF 770.—,3065,Hühnerbühlstrasse 41,Bolligen,No information,No information,False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bolligen/7098562
"3,5 Zimmer",70 m²,CHF 2100.—,CHF 1920.—,3007,Sulgenbachstrasse 12,Bern,1935,"in 10 Min. zu Fuss am Hauptbahnhofsehr ruhig und sonnigBalkonviele Einbauschränkeschöne, alte ParkettbödenReduitEinkaufsmöglichkeiten & öV in unmittelbarer Nähekeine 3er WG",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7097164
"2,5 Zimmer",62 m²,CHF 1395.—,CHF 1195.—,3603,Siedlungsstrasse 1,Thun,2010,Wir vermieten eine attraktive Wohnung in ruhiger Umgebung mit folgenden Vorzügen:Parkett- und PlattenbodenOffene KücheBad mit Bade- und DuschwanneEigener WaschturmGrosser BalkonGute Anbindung an die Autobahn A6Coop zu Fuss in 5 Minuten erreichbarNaherholungsgebiete Aare und Wald*Die Bilder stammen von einer typähnlichen WohnungBewerben Sie sich jetzt Online bei uns unter:www.mywincasa.ch/bewerbenIhr Bewerbungscode: 10185.01.0003Wir freuen uns auf Ihre Anfrage!,False,True,True,False,False,False,True,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7096353
"4,5 Zimmer",84 m²,CHF 1590.—,CHF 1300.—,2504,Scheurenweg 33,Biel/Bienne,No information,"An bevorzugter Wohnlage in Biel-Mett vermieten wir am Scheurenweg 33 eine komfortable4,5-Zimmerwohnung mit grossem Balkonim 1. Stock.Separate, moderne KücheAlle Zimmer mit LaminatbödenBadezimmer mit BadewanneSeparat-WCReduitKellerAutoeinstellhalle vorhandenSchöne GartenanlageGerne erwarten wir Ihre E-Mail oder Ihren Anruf.",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7096172
