rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,url_immoscout,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher
3.0,75.0,1090,950,2502,Jurastrasse 5,Biel/Bienne,0,Wir vermieten ab 01.05.2022 oder nach Vereinbarung eine Totalsanierte Wohnung:offene Küche mit GeschirrspülerBad mit Duschegeräumige ZimmerParkett- und PlattenbödeWandschränke im WohnzimmerLiftKellerabteilÖV und Einkaufsmöglichkeiten sind wenige Fussminuten entferntHaben wir Ihr Interesse geweckt? Gerne können Sie sich für einen unverbindlichen Besichtigungstermin bei uns melden.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7019440,False,True,True,False,False,False,False,False,True
4.5,145.0,2150,2000,4912,Brunnenstrasse 7,Aarwangen,2014,Moderne  komfortable Wohnung. Ruhige sonnige Lage.und 3. Obergeschoss in 6-Familienhaus. Wohnfläche über 147 m2. Grosses Wohnzimmer mit sehr grossem Balkon z.T überdeckt Balkonreduit. 3 Separatzimmer separate Dusche/WC und separates Bad/WC. Moderne offene Küche mit Granitabdeckung Geschirrspüler etc.  Im oberen Geschoss Galerieraum Waschraum mit Waschmaschine und Tumbler sowei Estrichraum.Lift  Im Untergeschoss Veloabstellraum mit Aussenzugang.Gedeckte- oder offene Autoabstellplätze sowie separater Bastelraum können zusätzlich gemietet werden.Bestellen Sie unsere Dokumentation und/oder vereinbaren Sie einen Besichtigungstermin.Verlangen Sie unsere detailierte Dokumentation,https://www.immoscout24.ch/de/d/dachwohnung-mieten-aarwangen/4284452,True,True,True,True,True,True,False,True,True
2.0,51.0,1140,960,2503,General-Dufour-Strasse 84,Biel/Bienne,0,Wir vermieten ab dem 1. Juli 2022 oder nach Vereinbarung diese moderne 2-Zimmerwohnungen mit folgenden VorzügenTop moderne Küche mit Geschirrspühler und GlaskeramikherdNasszelle mit Dusche / WCZimmer mit ParkettKellerabteil mit Steckdose vorhandenBalkonZögern Sie nicht uns zu kontaktieren um eine Besichtigung zu vereinbaren.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7015463,True,False,False,True,False,False,False,False,True
4.0,100.0,1470,1160,2575,Montligstrasse 10,Täuffelen,0,LAGEDie Liegenschaft befindet sich in einem ruhigen Quartier. Nahe von See und Anschluss an die öffentlichen Verkehrsmittel.WOHNUNGGeschlossene Küche mit Glaskeramikkochfeld alle Zimmer mit hellem Laminatboden. Bad und sep. WC. Grosser Balkon mit schöner Aussicht auf den Bielersee. Keller vorhanden.Parkplatz kann dazugemietet werden.,https://www.immoscout24.ch/de/d/wohnung-mieten-taeuffelen/6417870,True,True,False,True,False,False,False,False,False
3.0,75.0,1380,1200,3067,Bernstrasse 78,Boll,2015,Bestechende Raumverhältnisse! Die gesamte Liegenschaft wurde totalsaniert und zeigt sich in frischem Glanz.Charmante Zimmer mit viel Charakter eigene Waschmaschine und Secomat im eigenen Keller-/Bastelraum.Ein Autoabstellplatz kann zu CHF 40.- pro Monat zugemietet werden.Zur Vereinbarung eines Besichtigungstermins wenden Sie sich bitte an uns!,https://www.immoscout24.ch/de/d/wohnung-mieten-boll/6687012,False,False,False,True,False,False,False,True,True
3.0,65.0,1465,1280,2502,Kloosweg 10,Biel/Bienne,2022,3-Zimmer-Wohnung im 1. OG Mietzins Fr. 1.280-- zzgl. NK3-Zimmer-Wohnung im 2. OG Mietzins Fr. 1.380-- zzgl. NKErstvermietung nach TotalsanierungKeramik-Bodenbeläge in Holzoptikneue weisse Einbauküche mit Granitabdeckung Geschirrspüler Glaskeramik grosser Kühlschrank mit grossem TK-FachBad mit Badewanne und Glasduschwandeigene Waschmaschine und Tumbler im Badelektrischer Handtuchtrockner dimmbare Beleuchtung mit Fernbedienungelektrische Lamellenstoren an allen FensternBalkon mit elektrischer SonnenstoreSonnerie mit KameraKellerabteil zzgl. EinbauschrankEinzelgarage kann auf Wunsch zum Mietzins Fr.140-/Monat dazugemietet werden (elektrisches Garagentor mit Fernbedienung)Veloraum,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7008059,True,False,False,False,False,False,False,True,True
2.0,50.0,1090,850,2502,Reuchenettestrasse 55,Biel/Bienne,0,Die moderne 2-Zimmerwohnung bietet Ihnen folgende Vorzüge:geschlossene Küchesämtliche Zimmer mit ParkettBad mit Badewannegeräumige Wandschränkesonnige TerrasseKellerabteilHaben wir Ihr Interesse geweckt? Zögern Sie nicht und vereinbaren Sie einen Besichtigungstermin.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7005984,True,True,False,False,False,False,False,False,True
3.5,87.5,1090,120,2503,Bärenmatt 6,Biel/Bienne,0,In einer gepflegten Liegenschaft vermieten wir per sofort oder nach vereinbarung eine wunderschöne 3.5 Zimmerwohnung mit grosszügigem Grundriss.Die Wohnung bietet Ihnen folgendes:helle grosse ZimmerPraktische EinbaukücheWaschküche zur Mitbenützunggrosser BalkonBegeistern Sie sich selbst bei einer persönlichen Besichtigung!!!,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6907333,True,True,True,False,False,False,False,False,False
2.5,62.5,790,670,2735,Grand-Rue 3,Malleray,0,Dans une propriété bien entretenue nous louons un bel appartement de 4 pièces avec un plan d'étage spacieux immédiatement ou par arrangement.L'appartement vous offre ce qui suit :grandes pièces lumineusesCuisine équipée pratiqueBuanderie à usage commungrand balconInspirez-vous avec une visite personnelle !!!,https://www.immoscout24.ch/de/d/wohnung-mieten-malleray/6944964,True,True,False,False,False,False,False,False,True
3.0,70.0,1710,1560,2503,Lindenstrasse 16 2552 Orpund,Biel/Bienne,2022,Wir bieten eine 3.0 Zimmer Wohnungen mit rund 75 m2 Totalumbaut Neue Fenster neu Küche Wände Boden Bad etc..Eine optimale Raumverteilung lässt keine Wünsche offen. Die Küche bietet genug Platz und ist im hohen Eigentumssegment bereit für die ersten kulinarischen Zaubereien. Der offene Wohnraum sowie die Nasszelle erstrahlen mit hellen pflegeleichten Keramikplatten und in den Schlafräumen wurden keine Kosten gescheut um mit Echtholzparkett Wohnträume zu erschaffen. Zusätzlichen Stauraum bietet Ihnen Ihr eigenes Kellerabteil.Zur gemeinsamen Nutzung stehen Ihnen der Gemeinschaftsgarten mit Spielplatz die Einstellhalle der Fahrradunterstand sowie die Waschküche zur Verfügung.Das Quartier sticht durch seine ruhige und kinderfreundliche Lage hervor. In nur wenigen Gehminuten erreichen Sie diverse Einkaufsmöglichkeiten Anschluss zum öffentlichen Verkehr Kindergarten sowie Schulen. Auch der erst vor kurzem entstandene Anschluss zur Autostrasse ist schnell erreichbar dies macht Ihr neues Zuhause zum optimalen Startpunkt für Arbeitswege in die ganze Schweiz.3.0 Zimmer Wohnung Parterre zum monatlichen Mietzins von CHF 1.290 inkl. NK,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6877998,False,False,False,True,False,True,False,False,True
4.5,110.0,1820,1570,3360,Amelie Moser-Strasse 4,Herzogenbuchsee,0,HAMMER DEAL: 1. Monatsmietzins geschenkt! Das ist Ihre Chance!Wir vermieten per sofort oder nach Vereinbarung eine schöne helle 4.5-Zimmer-Wohnung im Erdgeschoss mit grosszügigem Gartensitzplatz.Im Bad finden sich eine Dusche sowie eine Badewanne. Zusätzlich steht ein separates WC zur Verfügung. Die offene Küche verfügt über einen Glaskeramikherd Granitabdeckung sowie einen Geschirrspüler. Die Zimmer sind mit Parkett ausgestattet in Bad und Küche findet sich Plattenboden. Ein Kellerabteil gehört zu der Wohnung dazu.Ein Einstellhallenplatz kann für CHF 120.00/Monat dazugemietet werden.In Kürze erreicht man die ersten Einkaufsmöglichkeiten. Die öffentlichen Verkehrsmittel sind in unmittelbarer Nähe. Der Kindergarten befindet sich nur ca. 350 Meter entfernt ebenfalls sind die Primarschule sowie die Oberstufe schnell erreichbar.Haben wir Ihr Interesse geweckt? Gerne stehen wir Ihnen für weitere Auskünfte sowie eine unverbindliche Besichtigung zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!Bei den Bildern handelt es sich um Beispielbilder; Abweichungen sind möglich.Achtung. Eigenwerbung: Sie ziehen in eine Mietwohnung und benötigen Unterstützung für den bestmöglichen Verkauf Ihrer Immobilie? Kontaktieren Sie die Dr.Meyer Immobilien AG für eine unverbindliche Offerte - wir sind gut darin.,https://www.immoscout24.ch/de/d/wohnung-mieten-herzogenbuchsee/6607676,True,True,True,False,False,False,False,False,False
2.5,62.5,1140,940,2504,Sägefeldweg 16,Biel/Bienne,2022,Wir vermieten ab sofort oder nach Vereinbarung eine komplett sanierte Wohnung mit folgenden Vorzügen:Modernes Badezimmer mit Duschepraktische Küche mit stylischem KühlschrankHeller Parkettboden in den ZimmernSchöner Plattenboden in Küche Bad und dem Entréekein Balkonkein LiftDie Bilder stammen von einer typgleichen Wohnung.Haben wir Ihr Interessiert geweckt? Gerne können Sie uns für einen unverbindlichen Besichtigungstermin kontaktieren.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6993879,False,False,False,False,False,False,False,False,False
1.5,31.0,795,675,2502,Rue Centrale 2,Biel/Bienne,0,Appartement - studio proche du centre villeNOUS OFFRONS UN MOIS DE LOYER A LA CONCLUSION D'UN BAIL DE 12 MOISCuisine avec deux plaques de cuisson vitrocéram fourPièce à vivre avec armoireSalle de bains avec baignoire1 cave à dispositionPossibilité de louer une place de parc dans le garage souterrain,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6959138,False,False,False,False,False,False,False,False,False
1.0,28.0,820,700,3604,Eisenbahnstr. 29c,Thun,1999,Wir vermieten eine gemütliche Wohnung in der Nähe vom Strandbad Thun:Mietbeginn 1. April 2022Küche mit Glaskeramik und PlattenbodenBad mit Badewanne und PlattenbodenKorridor und Wohnzimmer mit Parkettbodengrosser BalkonKeller- und EstrichabteilDie Bilder können von einem Referenzobjekt stammen und/oder seitenverkehrt sein.Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Anfrage!,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/6959015,True,False,False,True,False,False,False,False,False
3.5,87.5,950,800,2740,Rue Industrielle 70,Moutier,0,Wir vermieten per sofort oder nach Vereinbarung eine 2.5 (CHF 800.00) und eine 3.5-Zimmer (CHF 950.00) Wohnung in Moutier.Die Wohnung befindet sich an einer guten Lage mit vielen Einkaufsmöglichkeiten.Im EG des Wohnhauses befindet sich ausserdem eine Tankstelle für den schnellen Einkauf.Wenn wir Ihr Interesse geweckt haben dann zögern Sie nicht und melden Sie sich bei uns.Wir freuen uns auf Ihre Nachricht!,https://www.immoscout24.ch/de/d/wohnung-mieten-moutier/6796528,True,False,False,False,False,False,False,False,False
2.5,80.0,800,680,2740,Rue Industrielle 70,Moutier,0,Wir vermieten per sofort oder nach Vereinbarung eine 2.5 (CHF 800.00) und eine 3.5-Zimmer (CHF 950.00) Wohnung in Moutier.Die Wohnung befindet sich an einer guten Lage mit vielen Einkaufsmöglichkeiten.Im EG des Wohnhauses befindet sich ausserdem eine Tankstelle für den schnellen Einkauf.Wenn wir Ihr Interesse geweckt haben dann zögern Sie nicht und melden Sie sich bei uns.Wir freuen uns auf Ihre Nachricht!,https://www.immoscout24.ch/de/d/wohnung-mieten-moutier/6975618,True,False,False,False,False,False,False,False,False
3.5,87.5,1700,1400,3172,Brüggbühlstrasse 55,Niederwangen b. Bern,0,Die entsprechende Wohnung verfügt über einen Gartensitzplatz sowie einen Keller und Estrich.Im Korridor im Wohnzimmer und in den Zimmern ist ein Laminatbelag verlegt. In der Küche und im Bad ist ein PVC-Belag vorhanden.Zur Wohnung kann ein Einstellhallenplatz à Fr. 110.00 monatlich gemietet werden.,https://www.immoscout24.ch/de/d/wohnung-mieten-niederwangen-b-bern/6984035,True,False,False,False,False,False,False,False,False
3.5,87.5,1130,950,2503,Brüggstrasse 66,Biel/Bienne,0,No information,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6978582,False,False,False,False,False,False,False,False,False
3.5,90.0,880,730,2742,Rue de l'Orgerie 2L,Perrefitte,0,A la rue de L'Orgerie 2L - nous vous proposons un belle appartement Spacieux & lumineux de 3.5 pièces - belles prestations.I'appartement se compose comme suit :Salle à manger Lumineuse ouverte menant sur un Joli Balcon.Parquet stratifié dans les chambresCuisine Carrelée équipée de Plaques vitrocéramiques Lave-Vaiselle et de nombreux rangements.Salle de bain avec baignoire WC et évier.Cet appartement est moderne avec un design intemporel.Loyer 730.00 / mois + charges - Nous vous offrons le premier loyer.N'hésitez pas à nous contacter pour toutes demandes d'informations et pour fixer un rendez-vous de visiteBonne chance,https://www.immoscout24.ch/de/d/wohnung-mieten-perrefitte/6088145,True,False,False,True,False,False,False,False,False
3.0,75.0,970,800,4912,Wiesenstrasse 21,Aarwangen,0,Das Mehrfamilienhaus mit 9 Wohnungen liegt erhöht an schöner und ruhiger Lage.Der Ausbau des Mietobjektes ist wie folgt:kleine Wohnküche mit Kochherd/Backofen Dampfabzug Kühlschrankgrosszügiges Wohnzimmer2 abgeschlossene ZimmerNasszelle mit BadewanneKorridor mit EinbauschrankBodenbeläge Parkett PVCKellerabteilWaschmaschine / Tumbler zur gemeinsamen NutzungMöglichkeit Autoabstellplatz zu mietenInteressiert. Gerne zeigen wir Ihnen das Mietobjekt. Rufen Sie uns an zur Vereinbarung eines Besichtigungstermins.,https://www.immoscout24.ch/de/d/wohnung-mieten-aarwangen/5376277,False,False,False,False,False,False,False,True,False
4.0,71.0,1450,1230,2552,Lindenstrasse 20,Orpund,0,Das Mehrfamilienhaus befindet sich an ruhiger Lage im Dorf. Öffentlicher Verkehr und Einkaufsmöglichkeiten befinden sich in der Nähe. Der Ausbau des Mietobjektes ist wie folgt:offene Küche mit Glaskeramik/Backofen Dampfabzug Kühlschrank Geschirrspülerheller Wohn- und EssbereichKorridor mit Einbauschrank3 abgeschlossene ZimmerNasszelle mit Dusche / WC. Möglichkeit zur Installation einer eigenen WaschmaschineBodenbeläge Parkett Laminat PVC KeramikBalkonKellerabteilWaschküche zur gemeinsamen NutzungHaben Sie noch Fragen oder möchten Sie einen Besichtigungstermin vereinbaren. Wir freuen uns auf Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-orpund/6946756,True,False,False,False,False,False,False,True,False
2.0,58.0,1500,1350,2502,Albrecht-Haller-Strasse 8,Biel/Bienne,2021,ERSTVERMIETUNG NACH SANIERUNGBalkonHochwertige RenovationBöden: Keramikplatten und Laminatweisse Hochglanz-Einbauküche mit grossem Kühlschrank sep. TK-Abteil Granit-Abdeckung Geschirrspüler viel Stauraumeigene Waschmaschine u. Tumbler in der KücheLED Deckenspots in Küche Bad und KorridorElektrische Storen Video-Gegensprechanlage eigener KellerraumTrocknungsraum mit SecomatKEIN LIFT,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6966218,True,False,False,False,False,False,False,True,True
2.0,58.0,1400,1250,2502,Albrecht-Haller-Strasse 8,Biel/Bienne,2021,ERSTVERMIETUNG NACH SANIERUNGHochwertige RenovationBöden: Keramikplatten und Laminatweisse Hochglanz-Einbauküche mit grossem Kühlschrank sep. TK-Abteil Granit-Abdeckung Geschirrspüler viel Stauraumeigene Waschmaschine u. Tumbler in der KücheLED Deckenspots in Küche Bad und KorridorElektrische Storen Video-Gegensprechanlage eigener KellerraumTrocknungsraum mit Secomatkein BalkonKEIN LIFT,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6966214,False,False,False,False,False,False,False,True,True
3.0,74.0,1610,1450,2502,Albrecht-Haller-Strasse 8,Biel/Bienne,2021,ERSTVERMIETUNG NACH SANIERUNGHochwertige RenovationBöden: Keramikplatten und Laminatweisse Hochglanz-Einbauküche mit grossem Kühlschrank sep. TK-Abteil Granit-Abdeckung Geschirrspüler viel Stauraumeigene Waschmaschine u. Tumbler in der KücheLED Deckenspots in Küche Bad und KorridorElektrische Storen Video-Gegensprechanlage eigener KellerraumTrocknungsraum mit SecomatKein BalkonKEIN LIFT,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6966188,False,False,False,False,False,False,False,True,True
3.0,75.0,1945,1750,3011,Brunngasse 50,Bern,0,An der Brunngasse 50 vermieten wir per sofort oder nach Vereinbarung eine exklusive neu sanierte 3-Zimmer-Triplex-Wohnung mit einer Wohnfläche von ca. 75m2. Das entsprechende Mietobjekt befindet sich mitten im Herzen der Altstadt von Bern und wurde im 2018 mit viel Liebe zum Detail saniert.Raumaufteilung:Die Räume befinden sich auf drei Stockwerken(Küche und Esszimmer im 1. Geschoss / Wohnzimmer und Bad im 2. Geschoss / Schlafzimmer im 3. Geschoss)Die Bodenbeläge im Ess- und Wohnzimmer sowie im Schlafzimmer sind mit Laminat ausgestattetIm Bad und in der Küche ist ein Kunststoffbelag vorhandenModerne Küche mit Geschirrspüler sowie einem freistehendem KühlschrankDie Liegenschaft verfügt über keinen Lift.Die Wohnung befindet sich in der Nähe von diversen  Einkaufsmöglichkeiten sowie Restaurants.Haben wir Ihr Interesse an diesem speziellen Objekt geweckt?Wenn ja freuen wir uns auf Ihren Anruf!,https://www.immoscout24.ch/de/d/dachwohnung-mieten-bern/5410544,False,False,False,False,False,False,False,False,False
3.0,75.0,1150,890,2502,Jurastrasse 5,Biel/Bienne,0,Wir vermieten per sofort oder nach Vereinbarung eine 3-Zimmerwohnung im Erdgeschoss in der nähe der AltstadtLaminat- und PlattenbodenKüche mit GlaskeramikkochherdNasszelle mit BadewanneLiftNähe Zentrum und AltstadtÖV direkt vor dem HausMietzins Fr. 890.00 + 260.00 Heiz- und NebenkostenHaben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/5946040,False,False,True,False,False,False,False,False,True
3.0,75.0,1330,1100,2502,Güterstrasse 19,Biel/Bienne,0,Wir vermieten per sofort oder nach Vereinbarung eine sehr schöne 3 Zimmerwohnung an sehr zentraler Lage.Ein Blick in die Wohnung:Plattenboden in Küche Korridor Wohnzimmer und BadezimmerLaminatboden in den SchlafzimmerModerne Küche mit Granitabdeckung Glaskeramikherd und GeschirrspülerBadzimmer mit Dusche und WCBalkonWaschküche zur MitbenützungKellerabteilÖffentlicher Verkehr und Einkaufsmöglichkeiten nur einigeGehminuten entfernt.Haben wir Ihr Interesse geweckt? Gerne stehen wir Ihnen für ergänzende Auskünfte oder eine Besichtigung zur Verfügung.Nous louons de suite ou à convenir un très bel appartement de 3 pièces à un emplacement très central.Une vue de l'appartement :Carrelage dans la cuisine le couloir le salon et la salle de bainSol stratifié dans les chambres à coucherCuisine moderne avec revêtement en granit cuisinière vitrocéramique et lave-vaisselleSalle de bain avec douche et WCBalconBuanderie à usage communCompartiment de caveTransports publics et commerces à quelques minutes à pied.minutes à pied.Avons-nous éveillé votre intérêt ? Nous nous tenons à votre disposition pour tout renseignement complémentaire ou pour une visite.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6867429,True,True,True,False,False,False,False,False,True
2.0,54.0,1150,950,2502,General-Dufour-Strasse 33,Biel/Bienne,2022,Wir vermieten per sofort oder nach Vereinbarung diese neu renovierte 2 Zimmerwohnung an sehr zentraler Lage.Ein Blick in die Wohnung:Plattenboden in Küche KorridorSchlafzimmer Wohnzimmer und BadezimmerModerne Küche mit Granitabdeckung Glaskeramikherd und GeschirrspülerBadzimmer mit Dusche und WCWaschküche zur MitbenützungKellerabteilÖffentlicher Verkehr und Einkaufsmöglichkeiten nur einigeGehminuten entfernt.Haben wir Ihr Interesse geweckt? Gerne stehen wir Ihnen für ergänzende Auskünfte oder eine Besichtigung zur Verfügung.Nous louons de suite ou à convenir cet appartement de 2 pièces récemment rénové et situé dans un endroit très central.Une vue de l'appartement :Carrelage dans la cuisine salon chambre à coucher couloir et à la salle de bainCuisine moderne avec revêtement en granit cuisinière vitrocéramique et lave-vaisselleSalle de bain avec douche et WCBuanderie à usage communCompartiment de caveTransports publics et commerces à quelques minutes à pied.minutes à pied.Avons-nous éveillé votre intérêt ? Nous nous tenons à votre disposition pour tout renseignement complémentaire ou pour une visite.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6902992,False,False,True,False,False,False,False,False,False
3.0,75.0,1380,1200,3027,Untermattweg 80,Bern,0,helle zentral gelegene Dachwohnung Diese gemütliche Dachwohnung sucht per sofort oder nach Vereinbarung einen neuen Bewohner. Die Wohnung liegt an zentraler Lage und ist nur wenige Gehminuten von Einkaufmöglichkeiten und Tramhaltestellen entfernt.Sie bietet zudem folgende Vorzüge:modernes Badezimmerabschliessbare und moderne KüchePlatten- und Laminatbodenzwei BalkoneEigenes Keller- und EstrichabteilHaben wir Ihr Interesse geweckt? Zögern Sie nicht und kontaktieren Sie uns.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6913539,True,False,False,False,False,False,False,False,False
3.5,87.5,1590,1340,3172,Brüggbühlstrasse 55,Niederwangen b. Bern,0,Wir vermieten ab 1. Mai 2022 oder nach Vereinbarung eine  sonnige 3 1/2-Zimmerwohnung in Niederwangen mit folgenden Vorteilen:Küche mit KeramikkochfeldPraktisches Bad mit BadewanneIm Korridor Wohnzimmer Schlaf- und Kinderzimmer ist ein Parkettbelag verlegtIn der Küche und im Bad ist ein PVC-Belag vorhandenSonniger Balkon der zum Verweilen einlädtKeller- und EstrichabteilDie Wohnung befindet sich an bevorzugter Lage in einem 6-Familienhaus.Ein Einstellhallenplatz für Fr. 110.00 monatlich kann dazugemietet werden.Einkaufsmöglichkeiten (Coop Fust Bauhaus etc.) liegen nur wenige Minuten vom Mietobjekt entfernt. Die nächste Busstation liegt unmittelbar vor der Liegenschaft. Auch der Bahnhof Niederwangen ist in nur wenigen Gehminuten zu erreichen. Mit den öffentlichen Verkehrsmitteln erreicht man das Stadtzentrum von Bern in zirka 10 Minuten. Der nächste Autobahnanschluss ist nur wenige Fahrminuten entfernt.Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-niederwangen-b-bern/6889797,True,False,False,False,False,False,False,False,False
4.5,85.0,1600,1350,3662,Eichmatt 4a,Seftigen,0,Wir vermieten per 1. Mai 2022 oder nach Vereinbarung diese gemütliche 4 ½-Zimmerwohnung an schöner und ruhiger Lage in Seftigen:Wohnzimmer mit ParkettbodenKüche mit GeschirrspülerPraktischer Grundrissgrosser Balkon vorhandenKellerabteil vorhandenEin Bastelraum kann für CHF 100.00 im Monat dazu gemietet werden.Für einen unverbindlichen Besichtigungstermin nehmen Sie bitte mit uns Kontakt auf.Wir freuen uns auf Ihren Anruf.,https://www.immoscout24.ch/de/d/wohnung-mieten-seftigen/6903868,True,False,False,False,False,False,False,False,True
3.5,87.5,1890,1650,3174,Senseblickstrasse 8,Thörishaus,0,Wir vermieten ab 15. März 2022 eine neu erstellte Dachwohnung an der Senseblickstrasse 8 in Thörishaus.Die Wohnung befindt sich an ruhiger dennoch zentraler Lage. In nur 3 Gehminuten erreicht man den Bahnhof. Auch Einkaufmöglichkeiten (Denner Chäsi) befinden sich in unmittelbarer Nähe der Wohnung.Die Wohnung ist attraktiv ausgestattet. Ein Blickfang ist sicher die offene Küche mit Kochinsel. Die modernen Bodenplatten das grosszügige Bad mit Dusche Lavabo und Waschturm die Einbauschränke  die hellen Räume und der grosszügige Balkon mit Sicht auf die Alpen sind weitere Highlights der Dachwohnung.Zudem verfügt die Wohnung über genügend Abstellraum/Reduit.Zur Info: Der Ausbau der Dachwohnungen wurde gegenüber dem Grundrissplan leicht abgeändert.Eine Garage für monatlich CHF 95.- oder Aussenparkplätze für monatlich CHF 25.- können dazu gemietet werden.Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/dachwohnung-mieten-thoerishaus/6880464,True,False,False,True,False,False,False,False,False
3.5,83.0,1395,1190,3132,Sandgrubenweg 18,Riggisberg,1987,Ab sofort oder nach Vereinbarung vermieten wir in einer sehr gepflegten Überbauung im 1. OG des Mehrfamilienhauses eine grosszügige und sonnige 3.5-Zimmer-Wohnung.Die Liegenschaft befindet sich in der Nähe des Dorfzentrums in einem ruhigen und kinderfreundlichen Quartier.Die Wohnung besticht zudem mit folgenden Eigenschaften:helle RäumeBad/WC mit Badewanneoffene Küche mit Geschirrspüler + GlaskeramikkochfeldEinbauschränkeWohn- Essbereich Korridor Küche mit Celenio Holzboden (Steinoptik)alle Zimmer mit LinoleumbödenFür Ihr Auto/Motorrad ist ebenfalls gesorgt. Bei Bedarf können zusätzlich Einstellhallenplätze zu je mtl. CHF 94.00 und/oder Motorradplätze zu je mtl. CHF 30.00 dazugemietet werden.Die Hundehaltung ist in der Siedlung nicht erlaubt.Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Anfrage!,https://www.immoscout24.ch/de/d/wohnung-mieten-riggisberg/6868964,True,False,False,False,False,False,False,False,True
2.0,50.0,1450,1250,3006,Sonnenhofweg 4,Bern,0,Wir vermieten per 1. März 2022 oder nach Vereinbarung eine schöne helle 2-Zimmerwohnung mit Mansarde am Sonnenhofweg 4 in 3006 Bern.Parkettböden in ganzer WohnungKüche mit Glaskeramikherd und GeschirrspülerBadezimmer mit BadewanneStadtnahEinkaufsmöglichkeiten und der ÖV sind in unmittelbarer Nähe.Überzeugen Sie sich selbst bei einem Besichtigungstermin. Wir freuen uns auf Ihre Kontaktaufnahme!,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6852170,True,False,False,False,False,False,False,False,True
4.5,112.0,1390,1210,2560,Bielstrasse 18,Nidau,0,In einem Mehrfamilienhaus vermieten wir per sofort eine helle und angenehme 4.5 Zimmerwohnnug.Die Wohnung beinhaltet eine moderne Küche Parkette Boden gute ausgestattene Zimmern und Balkon.Einkaufsmöglichkeit ist in naher Distanz!Melden Sie sich noch heute um einen Besichtigungstermin abzumachen!,https://www.immoscout24.ch/de/d/wohnung-mieten-nidau/6431162,True,True,True,False,False,False,False,False,True
3.5,87.5,1050,900,2504,Mettlenweg 62,Biel/Bienne,0,In einer gepflegten Liegenschaft vermieten wir per sofort oder nach Vereinbarung eine gemütliche 3.5 Zimmerwohnung.Zentrale und Sonnige Lage.praktisch eingerichtete Küchegeräumige ZimmerWaschküche zur MitbenützungParkplatz kann dazu gemietet werdenFür einen Persönlichen Besichtigung Termin melden Sie sich noch heute bei uns!,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6811175,True,True,False,True,False,False,False,False,False
4.5,156.0,2350,2000,4950,Pappelweg 4,Huttwil,2016,Die Liegenschaft wurde Ende 2016 in einem hohen Eigentumsstandard erbaut.Die 156 m2 grosse 4 1/2-Zimmerwohnung im Dachgeschoss ist modern hell und lässt keine Wünsche offen. Fahren Sie mit dem Aufzug direkt in Ihre neue Wohnung und geniessen Sie den Ausblick auf Ihrermgrosszügigen Balkon.  Ein Bad/WC und Dusche/WC stehen zu Ihrer Verfügung und die grosszügigen Räume lassen sich individuell einrichten und möblieren.Einstellhallenplätze können für Fr. 120.00/mtl. dazu gemietet werden.Lassen Sie sich diese Wohnung nicht entgehen und vereinbaren Sie noch heute einen Besichtigungstermin mit uns. Wir freuen uns auf Sie.,https://www.immoscout24.ch/de/d/dachwohnung-mieten-huttwil/6172584,True,True,True,False,False,True,False,True,True
4.5,112.5,1240,990,4912,Wiesenstrasse 13,Aarwangen,0,No information,https://www.immoscout24.ch/de/d/wohnung-mieten-aarwangen/6351706,False,False,False,False,False,False,False,False,False
